snapshot_id,race_key,cycle,state,race_id,poll_race_id,election_date,snapshot_date,days_before_election,source_candidate_rows,source_questions,candidate_questions,eligible_questions,excluded_questions,has_eligible_polling,earliest_eligible_end_date,latest_eligible_end_date,mean_dem_margin_unweighted,median_dem_margin_unweighted,mean_poll_age_days,median_poll_age_days,internal_questions,partisan_questions,tracking_questions
2020_AL_6266_20201103_D007,2020_AL_6266_20201103,2020,AL,2020_AL,6266,2020-11-03,2020-10-27,7,52,25,25,12,13,True,2019-12-18,2020-10-26,-9.975,-9.399999999999999,95.41666666666667,61.5,3,0,2
2020_AL_6266_20201103_D000,2020_AL_6266_20201103,2020,AL,2020_AL,6266,2020-11-03,2020-11-03,0,52,25,25,16,9,True,2019-12-18,2020-11-01,-10.625,-11.399999999999999,77.625,25.5,3,0,3
2020_AR_6267_20201103_D120,2020_AR_6267_20201103,2020,AR,2020_AR,6267,2020-11-03,2020-07-06,120,6,3,3,0,3,False,,,,,,,0,0,0
2020_AR_6267_20201103_D090,2020_AR_6267_20201103,2020,AR,2020_AR,6267,2020-11-03,2020-08-05,90,6,3,3,0,3,False,,,,,,,0,0,0
2020_AR_6267_20201103_D060,2020_AR_6267_20201103,2020,AR,2020_AR,6267,2020-11-03,2020-09-04,60,6,3,3,0,3,False,,,,,,,0,0,0
2020_AR_6267_20201103_D030,2020_AR_6267_20201103,2020,AR,2020_AR,6267,2020-11-03,2020-10-04,30,6,3,3,0,3,False,,,,,,,0,0,0
2020_AR_6267_20201103_D014,2020_AR_6267_20201103,2020,AR,2020_AR,6267,2020-11-03,2020-10-20,14,6,3,3,0,3,False,,,,,,,0,0,0
2020_AR_6267_20201103_D007,2020_AR_6267_20201103,2020,AR,2020_AR,6267,2020-11-03,2020-10-27,7,6,3,3,0,3,False,,,,,,,0,0,0
2020_AR_6267_20201103_D000,2020_AR_6267_20201103,2020,AR,2020_AR,6267,2020-11-03,2020-11-03,0,6,3,3,0,3,False,,,,,,,0,0,0
2020_AZ_6268_20201103_D120,2020_AZ_6268_20201103,2020,AZ,2020_AZ,6268,2020-11-03,2020-07-06,120,240,120,120,28,92,True,2019-02-13,2020-06-29,5.546428571428572,6.350000000000001,145.60714285714286,115.5,1,0,0
2020_AZ_6268_20201103_D090,2020_AZ_6268_20201103,2020,AZ,2020_AZ,6268,2020-11-03,2020-08-05,90,240,120,120,41,79,True,2019-02-13,2020-08-04,6.364634146341463,7.0,124.2439024390244,51.0,1,0,0
2020_AZ_6268_20201103_D060,2020_AZ_6268_20201103,2020,AZ,2020_AZ,6268,2020-11-03,2020-09-04,60,240,120,120,48,72,True,2019-02-13,2020-09-04,7.2093750000000005,7.0,133.375,72.5,1,0,0
2020_AZ_6268_20201103_D030,2020_AZ_6268_20201103,2020,AZ,2020_AZ,6268,2020-11-03,2020-10-04,30,240,120,120,77,43,True,2019-02-13,2020-10-04,7.2376623376623375,7.0,107.28571428571429,63.0,2,0,2
2020_AZ_6268_20201103_D014,2020_AZ_6268_20201103,2020,AZ,2020_AZ,6268,2020-11-03,2020-10-20,14,240,120,120,95,25,True,2019-02-13,2020-10-20,7.118947368421052,7.0,101.4,46.0,2,0,4
2020_AZ_6268_20201103_D007,2020_AZ_6268_20201103,2020,AZ,2020_AZ,6268,2020-11-03,2020-10-27,7,240,120,120,104,16,True,2019-02-13,2020-10-27,7.095192307692309,7.0,99.25,46.0,2,0,4
2020_AZ_6268_20201103_D000,2020_AZ_6268_20201103,2020,AZ,2020_AZ,6268,2020-11-03,2020-11-03,0,240,120,120,118,2,True,2019-02-13,2020-11-02,6.942372881355933,7.0,94.01694915254237,48.5,2,0,5
2020_CO_6269_20201103_D120,2020_CO_6269_20201103,2020,CO,2020_CO,6269,2020-11-03,2020-07-06,120,57,26,26,6,20,True,2019-08-11,2020-06-30,13.738333333333332,12.899999999999999,177.66666666666666,172.0,0,0,0
2020_CO_6269_20201103_D090,2020_CO_6269_20201103,2020,CO,2020_CO,6269,2020-11-03,2020-08-05,90,57,26,26,7,19,True,2019-08-11,2020-07-26,12.632857142857143,12.799999999999997,179.42857142857142,108.0,0,0,0
2020_CO_6269_20201103_D060,2020_CO_6269_20201103,2020,CO,2020_CO,6269,2020-11-03,2020-09-04,60,57,26,26,10,16,True,2019-08-11,2020-09-01,11.642999999999999,11.0,149.0,95.0,0,0,1
2020_CO_6269_20201103_D030,2020_CO_6269_20201103,2020,CO,2020_CO,6269,2020-11-03,2020-10-04,30,57,26,26,13,13,True,2019-08-11,2020-09-20,10.049230769230768,10.0,142.30769230769232,70.0,0,0,3
2020_CO_6269_20201103_D014,2020_CO_6269_20201103,2020,CO,2020_CO,6269,2020-11-03,2020-10-20,14,57,26,26,21,5,True,2019-08-11,2020-10-20,9.982857142857142,10.0,100.66666666666667,45.0,0,0,5
2020_CO_6269_20201103_D007,2020_CO_6269_20201103,2020,CO,2020_CO,6269,2020-11-03,2020-10-27,7,57,26,26,21,5,True,2019-08-11,2020-10-20,9.982857142857142,10.0,107.66666666666667,52.0,0,0,5
2020_CO_6269_20201103_D000,2020_CO_6269_20201103,2020,CO,2020_CO,6269,2020-11-03,2020-11-03,0,57,26,26,25,1,True,2019-08-11,2020-11-01,10.0536,10.0,96.68,44.0,0,0,6
2020_DE_6270_20201103_D120,2020_DE_6270_20201103,2020,DE,2020_DE,6270,2020-11-03,2020-07-06,120,4,1,1,0,1,False,,,,,,,0,0,0
2020_DE_6270_20201103_D090,2020_DE_6270_20201103,2020,DE,2020_DE,6270,2020-11-03,2020-08-05,90,4,1,1,0,1,False,,,,,,,0,0,0
2020_DE_6270_20201103_D060,2020_DE_6270_20201103,2020,DE,2020_DE,6270,2020-11-03,2020-09-04,60,4,1,1,0,1,False,,,,,,,0,0,0
2020_DE_6270_20201103_D030,2020_DE_6270_20201103,2020,DE,2020_DE,6270,2020-11-03,2020-10-04,30,4,1,1,1,0,True,2020-09-27,2020-09-27,30.0,30.0,7.0,7.0,0,0,0
2020_DE_6270_20201103_D014,2020_DE_6270_20201103,2020,DE,2020_DE,6270,2020-11-03,2020-10-20,14,4,1,1,1,0,True,2020-09-27,2020-09-27,30.0,30.0,23.0,23.0,0,0,0
2020_DE_6270_20201103_D007,2020_DE_6270_20201103,2020,DE,2020_DE,6270,2020-11-03,2020-10-27,7,4,1,1,1,0,True,2020-09-27,2020-09-27,30.0,30.0,30.0,30.0,0,0,0
2020_DE_6270_20201103_D000,2020_DE_6270_20201103,2020,DE,2020_DE,6270,2020-11-03,2020-11-03,0,4,1,1,1,0,True,2020-09-27,2020-09-27,30.0,30.0,37.0,37.0,0,0,0
2020_GA_6271_20201103_D120,2020_GA_6271_20201103,2020,GA,2020_GA_REGULAR,6271,2020-11-03,2020-07-06,120,161,67,67,6,61,True,2020-04-27,2020-07-02,-2.65,-4.0,35.5,36.0,2,0,0
2020_GA_6271_20201103_D090,2020_GA_6271_20201103,2020,GA,2020_GA_REGULAR,6271,2020-11-03,2020-08-05,90,161,67,67,14,53,True,2020-04-27,2020-07-31,-2.867142857142857,-3.0,34.357142857142854,20.5,3,0,0
2020_GA_6271_20201103_D060,2020_GA_6271_20201103,2020,GA,2020_GA_REGULAR,6271,2020-11-03,2020-09-04,60,161,67,67,19,48,True,2020-04-27,2020-09-02,-2.4921052631578946,-3.0,51.473684210526315,39.0,5,0,0
2020_GA_6271_20201103_D030,2020_GA_6271_20201103,2020,GA,2020_GA_REGULAR,6271,2020-11-03,2020-10-04,30,161,67,67,36,31,True,2020-04-27,2020-09-29,-1.9797222222222226,-2.120000000000001,49.333333333333336,33.5,6,0,2
2020_GA_6271_20201103_D014,2020_GA_6271_20201103,2020,GA,2020_GA_REGULAR,6271,2020-11-03,2020-10-20,14,161,67,67,50,17,True,2020-04-27,2020-10-20,-1.3201999999999998,-1.5500000000000007,48.86,30.5,8,0,4
2020_GA_6271_20201103_D007,2020_GA_6271_20201103,2020,GA,2020_GA_REGULAR,6271,2020-11-03,2020-10-27,7,161,67,67,58,9,True,2020-04-27,2020-10-27,-1.0536206896551725,-0.759999999999998,48.43103448275862,36.0,8,0,4
2020_GA_6271_20201103_D000,2020_GA_6271_20201103,2020,GA,2020_GA_REGULAR,6271,2020-11-03,2020-11-03,0,161,67,67,65,2,True,2020-04-27,2020-11-01,-0.8324615384615388,0.0,49.83076923076923,38.0,8,0,5
2020_GA_8737_20210105_D120,2020_GA_8737_20210105,2020,GA,2020_GA_REGULAR,8737,2021-01-05,2020-09-07,120,58,29,29,0,29,False,,,,,,,0,0,0
2020_GA_8737_20210105_D090,2020_GA_8737_20210105,2020,GA,2020_GA_REGULAR,8737,2021-01-05,2020-10-07,90,58,29,29,0,29,False,,,,,,,0,0,0
2020_GA_8737_20210105_D060,2020_GA_8737_20210105,2020,GA,2020_GA_REGULAR,8737,2021-01-05,2020-11-06,60,58,29,29,0,29,False,,,,,,,0,0,0
2020_GA_8737_20210105_D030,2020_GA_8737_20210105,2020,GA,2020_GA_REGULAR,8737,2021-01-05,2020-12-06,30,58,29,29,0,29,False,,,,,,,0,0,0
2020_GA_8737_20210105_D014,2020_GA_8737_20210105,2020,GA,2020_GA_REGULAR,8737,2021-01-05,2020-12-22,14,58,29,29,0,29,False,,,,,,,0,0,0
2020_GA_8737_20210105_D007,2020_GA_8737_20210105,2020,GA,2020_GA_REGULAR,8737,2021-01-05,2020-12-29,7,58,29,29,0,29,False,,,,,,,0,0,0
2020_GA_8737_20210105_D000,2020_GA_8737_20210105,2020,GA,2020_GA_REGULAR,8737,2021-01-05,2021-01-05,0,58,29,29,0,29,False,,,,,,,0,0,0
2020_GA_7780_20201103_D120,2020_GA_7780_20201103,2020,GA,2020_GA_SPECIAL,7780,2020-11-03,2020-07-06,120,325,58,58,0,58,False,,,,,,,0,0,0
2020_GA_7780_20201103_D090,2020_GA_7780_20201103,2020,GA,2020_GA_SPECIAL,7780,2020-11-03,2020-08-05,90,325,58,58,0,58,False,,,,,,,0,0,0
2020_GA_7780_20201103_D060,2020_GA_7780_20201103,2020,GA,2020_GA_SPECIAL,7780,2020-11-03,2020-09-04,60,325,58,58,0,58,False,,,,,,,0,0,0
2020_GA_7780_20201103_D030,2020_GA_7780_20201103,2020,GA,2020_GA_SPECIAL,7780,2020-11-03,2020-10-04,30,325,58,58,0,58,False,,,,,,,0,0,0
2020_GA_7780_20201103_D014,2020_GA_7780_20201103,2020,GA,2020_GA_SPECIAL,7780,2020-11-03,2020-10-20,14,325,58,58,0,58,False,,,,,,,0,0,0
2020_GA_7780_20201103_D007,2020_GA_7780_20201103,2020,GA,2020_GA_SPECIAL,7780,2020-11-03,2020-10-27,7,325,58,58,0,58,False,,,,,,,0,0,0
2020_GA_7780_20201103_D000,2020_GA_7780_20201103,2020,GA,2020_GA_SPECIAL,7780,2020-11-03,2020-11-03,0,325,58,58,0,58,False,,,,,,,0,0,0
2020_GA_7781_20210105_D120,2020_GA_7781_20210105,2020,GA,2020_GA_SPECIAL,7781,2021-01-05,2020-09-07,120,124,62,62,0,62,False,,,,,,,0,0,0
2020_GA_7781_20210105_D090,2020_GA_7781_20210105,2020,GA,2020_GA_SPECIAL,7781,2021-01-05,2020-10-07,90,124,62,62,0,62,False,,,,,,,0,0,0
2020_GA_7781_20210105_D060,2020_GA_7781_20210105,2020,GA,2020_GA_SPECIAL,7781,2021-01-05,2020-11-06,60,124,62,62,0,62,False,,,,,,,0,0,0
2020_GA_7781_20210105_D030,2020_GA_7781_20210105,2020,GA,2020_GA_SPECIAL,7781,2021-01-05,2020-12-06,30,124,62,62,0,62,False,,,,,,,0,0,0
2020_GA_7781_20210105_D014,2020_GA_7781_20210105,2020,GA,2020_GA_SPECIAL,7781,2021-01-05,2020-12-22,14,124,62,62,0,62,False,,,,,,,0,0,0
2020_GA_7781_20210105_D007,2020_GA_7781_20210105,2020,GA,2020_GA_SPECIAL,7781,2021-01-05,2020-12-29,7,124,62,62,0,62,False,,,,,,,0,0,0
2020_GA_7781_20210105_D000,2020_GA_7781_20210105,2020,GA,2020_GA_SPECIAL,7781,2021-01-05,2021-01-05,0,124,62,62,0,62,False,,,,,,,0,0,0
2020_IA_6272_20201103_D120,2020_IA_6272_20201103,2020,IA,2020_IA,6272,2020-11-03,2020-07-06,120,131,48,48,7,41,True,2019-10-16,2020-06-28,-0.5,2.0,89.71428571428571,32.0,0,0,0
2020_IA_6272_20201103_D090,2020_IA_6272_20201103,2020,IA,2020_IA,6272,2020-11-03,2020-08-05,90,131,48,48,13,35,True,2019-10-16,2020-08-03,-0.054615384615384684,1.7899999999999991,67.15384615384616,38.0,0,0,0
2020_IA_6272_20201103_D060,2020_IA_6272_20201103,2020,IA,2020_IA,6272,2020-11-03,2020-09-04,60,131,48,48,15,33,True,2019-10-16,2020-09-02,-0.24733333333333338,1.7899999999999991,85.73333333333333,50.0,0,0,0
2020_IA_6272_20201103_D030,2020_IA_6272_20201103,2020,IA,2020_IA,6272,2020-11-03,2020-10-04,30,131,48,48,25,23,True,2019-10-16,2020-09-28,0.6115999999999999,1.7899999999999991,74.28,62.0,0,0,0
2020_IA_6272_20201103_D014,2020_IA_6272_20201103,2020,IA,2020_IA,6272,2020-11-03,2020-10-20,14,131,48,48,35,13,True,2019-10-16,2020-10-20,1.1997142857142857,2.0,66.34285714285714,28.0,0,0,0
2020_IA_6272_20201103_D007,2020_IA_6272_20201103,2020,IA,2020_IA,6272,2020-11-03,2020-10-27,7,131,48,48,39,9,True,2019-10-16,2020-10-27,1.1515384615384616,2.0,66.2051282051282,35.0,0,0,0
2020_IA_6272_20201103_D000,2020_IA_6272_20201103,2020,IA,2020_IA,6272,2020-11-03,2020-11-03,0,131,48,48,46,2,True,2019-10-16,2020-11-02,1.0306521739130434,2.0,62.47826086956522,36.5,0,0,0
2020_ID_6273_20201103_D120,2020_ID_6273_20201103,2020,ID,2020_ID,6273,2020-11-03,2020-07-06,120,2,1,1,0,1,False,,,,,,,0,0,0
2020_ID_6273_20201103_D090,2020_ID_6273_20201103,2020,ID,2020_ID,6273,2020-11-03,2020-08-05,90,2,1,1,0,1,False,,,,,,,0,0,0
2020_ID_6273_20201103_D060,2020_ID_6273_20201103,2020,ID,2020_ID,6273,2020-11-03,2020-09-04,60,2,1,1,1,0,True,2020-09-01,2020-09-01,-25.64,-25.64,3.0,3.0,0,0,0
2020_ID_6273_20201103_D030,2020_ID_6273_20201103,2020,ID,2020_ID,6273,2020-11-03,2020-10-04,30,2,1,1,1,0,True,2020-09-01,2020-09-01,-25.64,-25.64,33.0,33.0,0,0,0
2020_ID_6273_20201103_D014,2020_ID_6273_20201103,2020,ID,2020_ID,6273,2020-11-03,2020-10-20,14,2,1,1,1,0,True,2020-09-01,2020-09-01,-25.64,-25.64,49.0,49.0,0,0,0
2020_ID_6273_20201103_D007,2020_ID_6273_20201103,2020,ID,2020_ID,6273,2020-11-03,2020-10-27,7,2,1,1,1,0,True,2020-09-01,2020-09-01,-25.64,-25.64,56.0,56.0,0,0,0
2020_ID_6273_20201103_D000,2020_ID_6273_20201103,2020,ID,2020_ID,6273,2020-11-03,2020-11-03,0,2,1,1,1,0,True,2020-09-01,2020-09-01,-25.64,-25.64,63.0,63.0,0,0,0
2020_IL_6274_20201103_D120,2020_IL_6274_20201103,2020,IL,2020_IL,6274,2020-11-03,2020-07-06,120,9,3,3,0,3,False,,,,,,,0,0,0
2020_IL_6274_20201103_D090,2020_IL_6274_20201103,2020,IL,2020_IL,6274,2020-11-03,2020-08-05,90,9,3,3,0,3,False,,,,,,,0,0,0
2020_IL_6274_20201103_D060,2020_IL_6274_20201103,2020,IL,2020_IL,6274,2020-11-03,2020-09-04,60,9,3,3,0,3,False,,,,,,,0,0,0
2020_IL_6274_20201103_D030,2020_IL_6274_20201103,2020,IL,2020_IL,6274,2020-11-03,2020-10-04,30,9,3,3,0,3,False,,,,,,,0,0,0
2020_IL_6274_20201103_D014,2020_IL_6274_20201103,2020,IL,2020_IL,6274,2020-11-03,2020-10-20,14,9,3,3,0,3,False,,,,,,,0,0,0
2020_IL_6274_20201103_D007,2020_IL_6274_20201103,2020,IL,2020_IL,6274,2020-11-03,2020-10-27,7,9,3,3,0,3,False,,,,,,,0,0,0
2020_IL_6274_20201103_D000,2020_IL_6274_20201103,2020,IL,2020_IL,6274,2020-11-03,2020-11-03,0,9,3,3,2,1,True,2020-11-01,2020-11-01,23.5,23.5,2.0,2.0,0,0,0
2020_KS_6275_20201103_D120,2020_KS_6275_20201103,2020,KS,2020_KS,6275,2020-11-03,2020-07-06,120,60,25,25,3,22,True,2020-03-11,2020-06-01,-7.333333333333333,-10.0,66.66666666666667,48.0,1,0,0
2020_KS_6275_20201103_D090,2020_KS_6275_20201103,2020,KS,2020_KS,6275,2020-11-03,2020-08-05,90,60,25,25,3,22,True,2020-03-11,2020-06-01,-7.333333333333333,-10.0,96.66666666666667,78.0,1,0,0
2020_KS_6275_20201103_D060,2020_KS_6275_20201103,2020,KS,2020_KS,6275,2020-11-03,2020-09-04,60,60,25,25,5,20,True,2020-03-11,2020-08-09,-5.0,-2.0,87.0,95.0,1,0,0
2020_KS_6275_20201103_D030,2020_KS_6275_20201103,2020,KS,2020_KS,6275,2020-11-03,2020-10-04,30,60,25,25,11,14,True,2020-03-11,2020-09-30,-2.7709090909090905,-1.0,59.0,18.0,2,0,0
2020_KS_6275_20201103_D014,2020_KS_6275_20201103,2020,KS,2020_KS,6275,2020-11-03,2020-10-20,14,60,25,25,14,11,True,2020-03-11,2020-10-20,-3.32,-1.5,58.92857142857143,31.0,2,0,0
2020_KS_6275_20201103_D007,2020_KS_6275_20201103,2020,KS,2020_KS,6275,2020-11-03,2020-10-27,7,60,25,25,17,8,True,2020-03-11,2020-10-27,-2.885294117647059,-1.0,54.294117647058826,30.0,4,0,0
2020_KS_6275_20201103_D000,2020_KS_6275_20201103,2020,KS,2020_KS,6275,2020-11-03,2020-11-03,0,60,25,25,18,7,True,2020-03-11,2020-11-01,-3.058333333333333,-1.5,58.0,36.0,4,0,0
2020_KY_6276_20201103_D120,2020_KY_6276_20201103,2020,KY,2020_KY,6276,2020-11-03,2020-07-06,120,55,22,22,7,15,True,2019-06-16,2020-06-15,-3.857142857142857,-2.0,174.0,167.0,3,0,0
2020_KY_6276_20201103_D090,2020_KY_6276_20201103,2020,KY,2020_KY,6276,2020-11-03,2020-08-05,90,55,22,22,12,10,True,2019-06-16,2020-08-03,-6.5125,-3.0,123.66666666666667,62.0,4,0,1
2020_KY_6276_20201103_D060,2020_KY_6276_20201103,2020,KY,2020_KY,6276,2020-11-03,2020-09-04,60,55,22,22,12,10,True,2019-06-16,2020-08-03,-6.5125,-3.0,153.66666666666666,92.0,4,0,1
2020_KY_6276_20201103_D030,2020_KY_6276_20201103,2020,KY,2020_KY,6276,2020-11-03,2020-10-04,30,55,22,22,16,6,True,2019-06-16,2020-09-20,-7.446875,-4.5,141.75,82.0,4,0,2
2020_KY_6276_20201103_D014,2020_KY_6276_20201103,2020,KY,2020_KY,6276,2020-11-03,2020-10-20,14,55,22,22,18,4,True,2019-06-16,2020-10-20,-7.691666666666666,-6.0,140.5,89.5,4,0,2
2020_KY_6276_20201103_D007,2020_KY_6276_20201103,2020,KY,2020_KY,6276,2020-11-03,2020-10-27,7,55,22,22,18,4,True,2019-06-16,2020-10-20,-7.691666666666666,-6.0,147.5,96.5,4,0,2
2020_KY_6276_20201103_D000,2020_KY_6276_20201103,2020,KY,2020_KY,6276,2020-11-03,2020-11-03,0,55,22,22,21,1,True,2019-06-16,2020-11-01,-7.75952380952381,-7.0,132.95238095238096,93.0,4,0,3
2020_LA_6277_20201103_D120,2020_LA_6277_20201103,2020,LA,2020_LA,6277,2020-11-03,2020-07-06,120,6,1,1,0,1,False,,,,,,,0,0,0
2020_LA_6277_20201103_D090,2020_LA_6277_20201103,2020,LA,2020_LA,6277,2020-11-03,2020-08-05,90,6,1,1,0,1,False,,,,,,,0,0,0
2020_LA_6277_20201103_D060,2020_LA_6277_20201103,2020,LA,2020_LA,6277,2020-11-03,2020-09-04,60,6,1,1,0,1,False,,,,,,,0,0,0
2020_LA_6277_20201103_D030,2020_LA_6277_20201103,2020,LA,2020_LA,6277,2020-11-03,2020-10-04,30,6,1,1,0,1,False,,,,,,,0,0,0
2020_LA_6277_20201103_D014,2020_LA_6277_20201103,2020,LA,2020_LA,6277,2020-11-03,2020-10-20,14,6,1,1,0,1,False,,,,,,,0,0,0
2020_LA_6277_20201103_D007,2020_LA_6277_20201103,2020,LA,2020_LA,6277,2020-11-03,2020-10-27,7,6,1,1,0,1,False,,,,,,,0,0,0
2020_LA_6277_20201103_D000,2020_LA_6277_20201103,2020,LA,2020_LA,6277,2020-11-03,2020-11-03,0,6,1,1,0,1,False,,,,,,,0,0,0
2020_MA_6278_20201103_D120,2020_MA_6278_20201103,2020,MA,2020_MA,6278,2020-11-03,2020-07-06,120,14,7,7,0,7,False,,,,,,,0,0,0
2020_MA_6278_20201103_D090,2020_MA_6278_20201103,2020,MA,2020_MA,6278,2020-11-03,2020-08-05,90,14,7,7,0,7,False,,,,,,,0,0,0
2020_MA_6278_20201103_D060,2020_MA_6278_20201103,2020,MA,2020_MA,6278,2020-11-03,2020-09-04,60,14,7,7,0,7,False,,,,,,,0,0,0
2020_MA_6278_20201103_D030,2020_MA_6278_20201103,2020,MA,2020_MA,6278,2020-11-03,2020-10-04,30,14,7,7,1,6,True,2020-09-17,2020-09-17,10.0,10.0,17.0,17.0,1,0,0
2020_MA_6278_20201103_D014,2020_MA_6278_20201103,2020,MA,2020_MA,6278,2020-11-03,2020-10-20,14,14,7,7,1,6,True,2020-09-17,2020-09-17,10.0,10.0,33.0,33.0,1,0,0
2020_MA_6278_20201103_D007,2020_MA_6278_20201103,2020,MA,2020_MA,6278,2020-11-03,2020-10-27,7,14,7,7,2,5,True,2020-09-17,2020-10-21,24.5,24.5,23.0,23.0,1,0,0
2020_MA_6278_20201103_D000,2020_MA_6278_20201103,2020,MA,2020_MA,6278,2020-11-03,2020-11-03,0,14,7,7,3,4,True,2020-09-17,2020-10-30,26.666666666666668,31.0,21.333333333333332,13.0,1,0,0
2020_ME_6279_20201103_D120,2020_ME_6279_20201103,2020,ME,2020_ME,6279,2020-11-03,2020-07-06,120,110,39,39,0,39,False,,,,,,,0,0,0
2020_ME_6279_20201103_D090,2020_ME_6279_20201103,2020,ME,2020_ME,6279,2020-11-03,2020-08-05,90,110,39,39,0,39,False,,,,,,,0,0,0
2020_ME_6279_20201103_D060,2020_ME_6279_20201103,2020,ME,2020_ME,6279,2020-11-03,2020-09-04,60,110,39,39,0,39,False,,,,,,,0,0,0
2020_ME_6279_20201103_D030,2020_ME_6279_20201103,2020,ME,2020_ME,6279,2020-11-03,2020-10-04,30,110,39,39,0,39,False,,,,,,,0,0,0
2020_ME_6279_20201103_D014,2020_ME_6279_20201103,2020,ME,2020_ME,6279,2020-11-03,2020-10-20,14,110,39,39,0,39,False,,,,,,,0,0,0
2020_ME_6279_20201103_D007,2020_ME_6279_20201103,2020,ME,2020_ME,6279,2020-11-03,2020-10-27,7,110,39,39,0,39,False,,,,,,,0,0,0
2020_ME_6279_20201103_D000,2020_ME_6279_20201103,2020,ME,2020_ME,6279,2020-11-03,2020-11-03,0,110,39,39,0,39,False,,,,,,,0,0,0
2020_MI_6280_20201103_D120,2020_MI_6280_20201103,2020,MI,2020_MI,6280,2020-11-03,2020-07-06,120,263,122,122,31,91,True,2019-03-10,2020-06-28,8.247741935483871,8.5,131.41935483870967,96.0,0,0,0
2020_MI_6280_20201103_D090,2020_MI_6280_20201103,2020,MI,2020_MI,6280,2020-11-03,2020-08-05,90,263,122,122,44,78,True,2019-03-10,2020-07-30,8.808409090909091,9.0,118.0909090909091,65.0,0,0,0
2020_MI_6280_20201103_D060,2020_MI_6280_20201103,2020,MI,2020_MI,6280,2020-11-03,2020-09-04,60,263,122,122,56,66,True,2019-03-10,2020-09-03,8.173392857142858,8.0,118.51785714285714,77.5,2,0,0
2020_MI_6280_20201103_D030,2020_MI_6280_20201103,2020,MI,2020_MI,6280,2020-11-03,2020-10-04,30,263,122,122,75,47,True,2019-03-10,2020-10-04,7.5268,7.0,114.28,74.0,2,0,2
2020_MI_6280_20201103_D014,2020_MI_6280_20201103,2020,MI,2020_MI,6280,2020-11-03,2020-10-20,14,263,122,122,97,25,True,2019-03-10,2020-10-20,6.989278350515464,7.0,102.0721649484536,58.0,3,0,4
2020_MI_6280_20201103_D007,2020_MI_6280_20201103,2020,MI,2020_MI,6280,2020-11-03,2020-10-27,7,263,122,122,107,15,True,2019-03-10,2020-10-27,7.09588785046729,7.0,99.04672897196262,54.0,4,0,4
2020_MI_6280_20201103_D000,2020_MI_6280_20201103,2020,MI,2020_MI,6280,2020-11-03,2020-11-03,0,263,122,122,121,1,True,2019-03-10,2020-11-01,7.298842975206612,7.0,94.20661157024793,48.0,4,0,5
2020_MN_6281_20201103_D120,2020_MN_6281_20201103,2020,MN,2020_MN,6281,2020-11-03,2020-07-06,120,52,23,23,1,22,True,2020-05-28,2020-05-28,11.0,11.0,39.0,39.0,1,0,0
2020_MN_6281_20201103_D090,2020_MN_6281_20201103,2020,MN,2020_MN,6281,2020-11-03,2020-08-05,90,52,23,23,2,21,True,2020-05-28,2020-07-23,10.0,10.0,41.0,41.0,1,0,0
2020_MN_6281_20201103_D060,2020_MN_6281_20201103,2020,MN,2020_MN,6281,2020-11-03,2020-09-04,60,52,23,23,5,18,True,2020-05-28,2020-09-04,6.68,8.0,34.0,25.0,2,0,0
2020_MN_6281_20201103_D030,2020_MN_6281_20201103,2020,MN,2020_MN,6281,2020-11-03,2020-10-04,30,52,23,23,11,12,True,2020-05-28,2020-09-24,8.481818181818182,9.0,39.27272727272727,27.0,2,0,0
2020_MN_6281_20201103_D014,2020_MN_6281_20201103,2020,MN,2020_MN,6281,2020-11-03,2020-10-20,14,52,23,23,15,8,True,2020-05-28,2020-10-20,7.753333333333334,8.0,41.8,39.0,2,0,0
2020_MN_6281_20201103_D007,2020_MN_6281_20201103,2020,MN,2020_MN,6281,2020-11-03,2020-10-27,7,52,23,23,17,6,True,2020-05-28,2020-10-27,7.841176470588236,8.0,43.11764705882353,40.0,2,0,0
2020_MN_6281_20201103_D000,2020_MN_6281_20201103,2020,MN,2020_MN,6281,2020-11-03,2020-11-03,0,52,23,23,23,0,True,2020-05-28,2020-11-01,8.621739130434783,9.0,37.869565217391305,28.0,2,0,0
2020_MS_6282_20201103_D120,2020_MS_6282_20201103,2020,MS,2020_MS,6282,2020-11-03,2020-07-06,120,22,9,9,5,4,True,2020-01-07,2020-05-28,-16.009999999999998,-10.0,105.0,116.0,1,0,0
2020_MS_6282_20201103_D090,2020_MS_6282_20201103,2020,MS,2020_MS,6282,2020-11-03,2020-08-05,90,22,9,9,5,4,True,2020-01-07,2020-05-28,-16.009999999999998,-10.0,135.0,146.0,1,0,0
2020_MS_6282_20201103_D060,2020_MS_6282_20201103,2020,MS,2020_MS,6282,2020-11-03,2020-09-04,60,22,9,9,7,2,True,2020-01-07,2020-08-30,-12.292857142857143,-8.299999999999997,122.28571428571429,120.0,2,0,0
2020_MS_6282_20201103_D030,2020_MS_6282_20201103,2020,MS,2020_MS,6282,2020-11-03,2020-10-04,30,22,9,9,7,2,True,2020-01-07,2020-08-30,-12.292857142857143,-8.299999999999997,152.28571428571428,150.0,2,0,0
2020_MS_6282_20201103_D014,2020_MS_6282_20201103,2020,MS,2020_MS,6282,2020-11-03,2020-10-20,14,22,9,9,7,2,True,2020-01-07,2020-08-30,-12.292857142857143,-8.299999999999997,168.28571428571428,166.0,2,0,0
